"Notes"	"Multiple Cause of death"	"Multiple Cause of death Code"	"State"	"State Code"	"County"	"County Code"	"Year"	"Year Code"	"Month"	"Month Code"	Deaths	Population	Crude Rate
	"Other opioids"	"T40.2"	"Texas"	"48"	"Harris County, TX"	"48201"	"2011"	"2011"	"Apr., 2011"	"2011/04"	16	Not Applicable	Not Applicable
	"Other opioids"	"T40.2"	"Texas"	"48"	"Harris County, TX"	"48201"	"2011"	"2011"	"May, 2011"	"2011/05"	18	Not Applicable	Not Applicable
	"Other opioids"	"T40.2"	"Texas"	"48"	"Harris County, TX"	"48201"	"2011"	"2011"	"Jun., 2011"	"2011/06"	13	Not Applicable	Not Applicable
	"Other opioids"	"T40.2"	"Texas"	"48"	"Harris County, TX"	"48201"	"2011"	"2011"	"Jul., 2011"	"2011/07"	11	Not Applicable	Not Applicable
	"Other opioids"	"T40.2"	"Texas"	"48"	"Harris County, TX"	"48201"	"2011"	"2011"	"Aug., 2011"	"2011/08"	14	Not Applicable	Not Applicable
	"Other opioids"	"T40.2"	"Texas"	"48"	"Harris County, TX"	"48201"	"2011"	"2011"	"Oct., 2011"	"2011/10"	18	Not Applicable	Not Applicable
	"Other opioids"	"T40.2"	"Texas"	"48"	"Harris County, TX"	"48201"	"2011"	"2011"	"Nov., 2011"	"2011/11"	14	Not Applicable	Not Applicable
	"Other opioids"	"T40.2"	"Texas"	"48"	"Harris County, TX"	"48201"	"2011"	"2011"	"Dec., 2011"	"2011/12"	13	Not Applicable	Not Applicable
	"Other opioids"	"T40.2"	"Texas"	"48"	"Harris County, TX"	"48201"	"2012"	"2012"	"Jan., 2012"	"2012/01"	10	Not Applicable	Not Applicable
	"Other opioids"	"T40.2"	"Texas"	"48"	"Harris County, TX"	"48201"	"2012"	"2012"	"Feb., 2012"	"2012/02"	10	Not Applicable	Not Applicable
	"Other opioids"	"T40.2"	"Texas"	"48"	"Harris County, TX"	"48201"	"2012"	"2012"	"Mar., 2012"	"2012/03"	10	Not Applicable	Not Applicable
	"Other opioids"	"T40.2"	"Texas"	"48"	"Harris County, TX"	"48201"	"2012"	"2012"	"Apr., 2012"	"2012/04"	11	Not Applicable	Not Applicable
