"Notes"	"Multiple Cause of death"	"Multiple Cause of death Code"	"State"	"State Code"	"County"	"County Code"	"Year"	"Year Code"	"Month"	"Month Code"	Deaths	Population	Crude Rate
	"Heroin"	"T40.1"	"Arizona"	"04"	"Maricopa County, AZ"	"04013"	"2016"	"2016"	"Feb., 2016"	"2016/02"	21	Not Applicable	Not Applicable
	"Heroin"	"T40.1"	"Arizona"	"04"	"Maricopa County, AZ"	"04013"	"2016"	"2016"	"Mar., 2016"	"2016/03"	19	Not Applicable	Not Applicable
	"Heroin"	"T40.1"	"Arizona"	"04"	"Maricopa County, AZ"	"04013"	"2016"	"2016"	"Apr., 2016"	"2016/04"	22	Not Applicable	Not Applicable
	"Heroin"	"T40.1"	"Arizona"	"04"	"Maricopa County, AZ"	"04013"	"2016"	"2016"	"May, 2016"	"2016/05"	11	Not Applicable	Not Applicable
	"Heroin"	"T40.1"	"Arizona"	"04"	"Maricopa County, AZ"	"04013"	"2016"	"2016"	"Jun., 2016"	"2016/06"	14	Not Applicable	Not Applicable
	"Heroin"	"T40.1"	"Arizona"	"04"	"Maricopa County, AZ"	"04013"	"2016"	"2016"	"Jul., 2016"	"2016/07"	29	Not Applicable	Not Applicable
	"Heroin"	"T40.1"	"Arizona"	"04"	"Maricopa County, AZ"	"04013"	"2016"	"2016"	"Aug., 2016"	"2016/08"	17	Not Applicable	Not Applicable
	"Heroin"	"T40.1"	"Arizona"	"04"	"Maricopa County, AZ"	"04013"	"2016"	"2016"	"Oct., 2016"	"2016/10"	15	Not Applicable	Not Applicable
	"Heroin"	"T40.1"	"Arizona"	"04"	"Maricopa County, AZ"	"04013"	"2016"	"2016"	"Nov., 2016"	"2016/11"	13	Not Applicable	Not Applicable
	"Heroin"	"T40.1"	"Arizona"	"04"	"Maricopa County, AZ"	"04013"	"2016"	"2016"	"Dec., 2016"	"2016/12"	13	Not Applicable	Not Applicable
	"Heroin"	"T40.1"	"California"	"06"	"Los Angeles County, CA"	"06037"	"1999"	"1999"	"Jan., 1999"	"1999/01"	24	Not Applicable	Not Applicable
	"Heroin"	"T40.1"	"California"	"06"	"Los Angeles County, CA"	"06037"	"1999"	"1999"	"Feb., 1999"	"1999/02"	17	Not Applicable	Not Applicable
	"Heroin"	"T40.1"	"California"	"06"	"Los Angeles County, CA"	"06037"	"1999"	"1999"	"Mar., 1999"	"1999/03"	20	Not Applicable	Not Applicable
	"Heroin"	"T40.1"	"California"	"06"	"Los Angeles County, CA"	"06037"	"1999"	"1999"	"Apr., 1999"	"1999/04"	24	Not Applicable	Not Applicable
	"Heroin"	"T40.1"	"California"	"06"	"Los Angeles County, CA"	"06037"	"1999"	"1999"	"May, 1999"	"1999/05"	22	Not Applicable	Not Applicable
	"Heroin"	"T40.1"	"California"	"06"	"Los Angeles County, CA"	"06037"	"1999"	"1999"	"Jun., 1999"	"1999/06"	25	Not Applicable	Not Applicable
	"Heroin"	"T40.1"	"California"	"06"	"Los Angeles County, CA"	"06037"	"1999"	"1999"	"Jul., 1999"	"1999/07"	27	Not Applicable	Not Applicable
	"Heroin"	"T40.1"	"California"	"06"	"Los Angeles County, CA"	"06037"	"1999"	"1999"	"Aug., 1999"	"1999/08"	25	Not Applicable	Not Applicable
	"Heroin"	"T40.1"	"California"	"06"	"Los Angeles County, CA"	"06037"	"1999"	"1999"	"Sep., 1999"	"1999/09"	11	Not Applicable	Not Applicable
	"Heroin"	"T40.1"	"California"	"06"	"Los Angeles County, CA"	"06037"	"1999"	"1999"	"Oct., 1999"	"1999/10"	16	Not Applicable	Not Applicable
	"Heroin"	"T40.1"	"California"	"06"	"Los Angeles County, CA"	"06037"	"1999"	"1999"	"Nov., 1999"	"1999/11"	11	Not Applicable	Not Applicable
	"Heroin"	"T40.1"	"California"	"06"	"Los Angeles County, CA"	"06037"	"1999"	"1999"	"Dec., 1999"	"1999/12"	16	Not Applicable	Not Applicable
	"Heroin"	"T40.1"	"California"	"06"	"Los Angeles County, CA"	"06037"	"2000"	"2000"	"Jan., 2000"	"2000/01"	12	Not Applicable	Not Applicable
	"Heroin"	"T40.1"	"California"	"06"	"Los Angeles County, CA"	"06037"	"2000"	"2000"	"Feb., 2000"	"2000/02"	16	Not Applicable	Not Applicable
	"Heroin"	"T40.1"	"California"	"06"	"Los Angeles County, CA"	"06037"	"2000"	"2000"	"Mar., 2000"	"2000/03"	25	Not Applicable	Not Applicable
	"Heroin"	"T40.1"	"California"	"06"	"Los Angeles County, CA"	"06037"	"2000"	"2000"	"Apr., 2000"	"2000/04"	16	Not Applicable	Not Applicable
	"Heroin"	"T40.1"	"California"	"06"	"Los Angeles County, CA"	"06037"	"2000"	"2000"	"May, 2000"	"2000/05"	29	Not Applicable	Not Applicable
	"Heroin"	"T40.1"	"California"	"06"	"Los Angeles County, CA"	"06037"	"2000"	"2000"	"Jun., 2000"	"2000/06"	16	Not Applicable	Not Applicable
	"Heroin"	"T40.1"	"California"	"06"	"Los Angeles County, CA"	"06037"	"2000"	"2000"	"Jul., 2000"	"2000/07"	12	Not Applicable	Not Applicable
	"Heroin"	"T40.1"	"California"	"06"	"Los Angeles County, CA"	"06037"	"2000"	"2000"	"Aug., 2000"	"2000/08"	12	Not Applicable	Not Applicable
	"Heroin"	"T40.1"	"California"	"06"	"Los Angeles County, CA"	"06037"	"2000"	"2000"	"Oct., 2000"	"2000/10"	10	Not Applicable	Not Applicable
	"Heroin"	"T40.1"	"California"	"06"	"Los Angeles County, CA"	"06037"	"2001"	"2001"	"Jan., 2001"	"2001/01"	10	Not Applicable	Not Applicable
	"Heroin"	"T40.1"	"California"	"06"	"Los Angeles County, CA"	"06037"	"2001"	"2001"	"Mar., 2001"	"2001/03"	11	Not Applicable	Not Applicable
	"Heroin"	"T40.1"	"California"	"06"	"Los Angeles County, CA"	"06037"	"2001"	"2001"	"Apr., 2001"	"2001/04"	11	Not Applicable	Not Applicable
	"Heroin"	"T40.1"	"California"	"06"	"Los Angeles County, CA"	"06037"	"2001"	"2001"	"May, 2001"	"2001/05"	12	Not Applicable	Not Applicable
	"Heroin"	"T40.1"	"California"	"06"	"Los Angeles County, CA"	"06037"	"2001"	"2001"	"Jun., 2001"	"2001/06"	16	Not Applicable	Not Applicable
	"Heroin"	"T40.1"	"California"	"06"	"Los Angeles County, CA"	"06037"	"2001"	"2001"	"Jul., 2001"	"2001/07"	17	Not Applicable	Not Applicable
	"Heroin"	"T40.1"	"California"	"06"	"Los Angeles County, CA"	"06037"	"2001"	"2001"	"Aug., 2001"	"2001/08"	14	Not Applicable	Not Applicable
	"Heroin"	"T40.1"	"California"	"06"	"Los Angeles County, CA"	"06037"	"2001"	"2001"	"Sep., 2001"	"2001/09"	12	Not Applicable	Not Applicable
	"Heroin"	"T40.1"	"California"	"06"	"Los Angeles County, CA"	"06037"	"2001"	"2001"	"Nov., 2001"	"2001/11"	10	Not Applicable	Not Applicable
	"Heroin"	"T40.1"	"California"	"06"	"Los Angeles County, CA"	"06037"	"2001"	"2001"	"Dec., 2001"	"2001/12"	11	Not Applicable	Not Applicable
	"Heroin"	"T40.1"	"California"	"06"	"Los Angeles County, CA"	"06037"	"2002"	"2002"	"Jan., 2002"	"2002/01"	14	Not Applicable	Not Applicable
	"Heroin"	"T40.1"	"California"	"06"	"Los Angeles County, CA"	"06037"	"2002"	"2002"	"Feb., 2002"	"2002/02"	13	Not Applicable	Not Applicable
	"Heroin"	"T40.1"	"California"	"06"	"Los Angeles County, CA"	"06037"	"2002"	"2002"	"Mar., 2002"	"2002/03"	13	Not Applicable	Not Applicable
	"Heroin"	"T40.1"	"California"	"06"	"Los Angeles County, CA"	"06037"	"2002"	"2002"	"Apr., 2002"	"2002/04"	20	Not Applicable	Not Applicable
	"Heroin"	"T40.1"	"California"	"06"	"Los Angeles County, CA"	"06037"	"2002"	"2002"	"May, 2002"	"2002/05"	23	Not Applicable	Not Applicable
	"Heroin"	"T40.1"	"California"	"06"	"Los Angeles County, CA"	"06037"	"2002"	"2002"	"Jun., 2002"	"2002/06"	18	Not Applicable	Not Applicable
	"Heroin"	"T40.1"	"California"	"06"	"Los Angeles County, CA"	"06037"	"2002"	"2002"	"Jul., 2002"	"2002/07"	14	Not Applicable	Not Applicable
	"Heroin"	"T40.1"	"California"	"06"	"Los Angeles County, CA"	"06037"	"2002"	"2002"	"Aug., 2002"	"2002/08"	15	Not Applicable	Not Applicable
	"Heroin"	"T40.1"	"California"	"06"	"Los Angeles County, CA"	"06037"	"2002"	"2002"	"Sep., 2002"	"2002/09"	14	Not Applicable	Not Applicable
	"Heroin"	"T40.1"	"California"	"06"	"Los Angeles County, CA"	"06037"	"2002"	"2002"	"Oct., 2002"	"2002/10"	12	Not Applicable	Not Applicable
	"Heroin"	"T40.1"	"California"	"06"	"Los Angeles County, CA"	"06037"	"2002"	"2002"	"Nov., 2002"	"2002/11"	16	Not Applicable	Not Applicable
	"Heroin"	"T40.1"	"California"	"06"	"Los Angeles County, CA"	"06037"	"2002"	"2002"	"Dec., 2002"	"2002/12"	10	Not Applicable	Not Applicable
	"Heroin"	"T40.1"	"California"	"06"	"Los Angeles County, CA"	"06037"	"2003"	"2003"	"Jan., 2003"	"2003/01"	14	Not Applicable	Not Applicable
	"Heroin"	"T40.1"	"California"	"06"	"Los Angeles County, CA"	"06037"	"2003"	"2003"	"Feb., 2003"	"2003/02"	15	Not Applicable	Not Applicable
	"Heroin"	"T40.1"	"California"	"06"	"Los Angeles County, CA"	"06037"	"2003"	"2003"	"Mar., 2003"	"2003/03"	10	Not Applicable	Not Applicable
	"Heroin"	"T40.1"	"California"	"06"	"Los Angeles County, CA"	"06037"	"2003"	"2003"	"Apr., 2003"	"2003/04"	13	Not Applicable	Not Applicable
	"Heroin"	"T40.1"	"California"	"06"	"Los Angeles County, CA"	"06037"	"2003"	"2003"	"May, 2003"	"2003/05"	11	Not Applicable	Not Applicable
	"Heroin"	"T40.1"	"California"	"06"	"Los Angeles County, CA"	"06037"	"2003"	"2003"	"Jun., 2003"	"2003/06"	12	Not Applicable	Not Applicable
	"Heroin"	"T40.1"	"California"	"06"	"Los Angeles County, CA"	"06037"	"2003"	"2003"	"Jul., 2003"	"2003/07"	19	Not Applicable	Not Applicable
	"Heroin"	"T40.1"	"California"	"06"	"Los Angeles County, CA"	"06037"	"2003"	"2003"	"Aug., 2003"	"2003/08"	17	Not Applicable	Not Applicable
	"Heroin"	"T40.1"	"California"	"06"	"Los Angeles County, CA"	"06037"	"2003"	"2003"	"Sep., 2003"	"2003/09"	15	Not Applicable	Not Applicable
	"Heroin"	"T40.1"	"California"	"06"	"Los Angeles County, CA"	"06037"	"2003"	"2003"	"Oct., 2003"	"2003/10"	11	Not Applicable	Not Applicable
	"Heroin"	"T40.1"	"California"	"06"	"Los Angeles County, CA"	"06037"	"2004"	"2004"	"Jan., 2004"	"2004/01"	12	Not Applicable	Not Applicable
	"Heroin"	"T40.1"	"California"	"06"	"Los Angeles County, CA"	"06037"	"2004"	"2004"	"Mar., 2004"	"2004/03"	15	Not Applicable	Not Applicable
	"Heroin"	"T40.1"	"California"	"06"	"Los Angeles County, CA"	"06037"	"2004"	"2004"	"Apr., 2004"	"2004/04"	16	Not Applicable	Not Applicable
	"Heroin"	"T40.1"	"California"	"06"	"Los Angeles County, CA"	"06037"	"2004"	"2004"	"May, 2004"	"2004/05"	11	Not Applicable	Not Applicable
	"Heroin"	"T40.1"	"California"	"06"	"Los Angeles County, CA"	"06037"	"2004"	"2004"	"Jun., 2004"	"2004/06"	10	Not Applicable	Not Applicable
	"Heroin"	"T40.1"	"California"	"06"	"Los Angeles County, CA"	"06037"	"2004"	"2004"	"Jul., 2004"	"2004/07"	15	Not Applicable	Not Applicable
	"Heroin"	"T40.1"	"California"	"06"	"Los Angeles County, CA"	"06037"	"2004"	"2004"	"Sep., 2004"	"2004/09"	13	Not Applicable	Not Applicable
	"Heroin"	"T40.1"	"California"	"06"	"Los Angeles County, CA"	"06037"	"2004"	"2004"	"Oct., 2004"	"2004/10"	11	Not Applicable	Not Applicable
	"Heroin"	"T40.1"	"California"	"06"	"Los Angeles County, CA"	"06037"	"2005"	"2005"	"Jan., 2005"	"2005/01"	17	Not Applicable	Not Applicable
	"Heroin"	"T40.1"	"California"	"06"	"Los Angeles County, CA"	"06037"	"2005"	"2005"	"Feb., 2005"	"2005/02"	10	Not Applicable	Not Applicable
	"Heroin"	"T40.1"	"California"	"06"	"Los Angeles County, CA"	"06037"	"2005"	"2005"	"Mar., 2005"	"2005/03"	12	Not Applicable	Not Applicable
	"Heroin"	"T40.1"	"California"	"06"	"Los Angeles County, CA"	"06037"	"2005"	"2005"	"Apr., 2005"	"2005/04"	10	Not Applicable	Not Applicable
	"Heroin"	"T40.1"	"California"	"06"	"Los Angeles County, CA"	"06037"	"2005"	"2005"	"May, 2005"	"2005/05"	11	Not Applicable	Not Applicable
	"Heroin"	"T40.1"	"California"	"06"	"Los Angeles County, CA"	"06037"	"2005"	"2005"	"Jun., 2005"	"2005/06"	10	Not Applicable	Not Applicable
	"Heroin"	"T40.1"	"California"	"06"	"Los Angeles County, CA"	"06037"	"2005"	"2005"	"Sep., 2005"	"2005/09"	11	Not Applicable	Not Applicable
	"Heroin"	"T40.1"	"California"	"06"	"Los Angeles County, CA"	"06037"	"2005"	"2005"	"Dec., 2005"	"2005/12"	11	Not Applicable	Not Applicable
	"Heroin"	"T40.1"	"California"	"06"	"Los Angeles County, CA"	"06037"	"2006"	"2006"	"Jan., 2006"	"2006/01"	12	Not Applicable	Not Applicable
	"Heroin"	"T40.1"	"California"	"06"	"Los Angeles County, CA"	"06037"	"2006"	"2006"	"Feb., 2006"	"2006/02"	13	Not Applicable	Not Applicable
	"Heroin"	"T40.1"	"California"	"06"	"Los Angeles County, CA"	"06037"	"2006"	"2006"	"May, 2006"	"2006/05"	16	Not Applicable	Not Applicable
	"Heroin"	"T40.1"	"California"	"06"	"Los Angeles County, CA"	"06037"	"2006"	"2006"	"Jul., 2006"	"2006/07"	10	Not Applicable	Not Applicable
	"Heroin"	"T40.1"	"California"	"06"	"Los Angeles County, CA"	"06037"	"2006"	"2006"	"Aug., 2006"	"2006/08"	10	Not Applicable	Not Applicable
	"Heroin"	"T40.1"	"California"	"06"	"Los Angeles County, CA"	"06037"	"2006"	"2006"	"Oct., 2006"	"2006/10"	14	Not Applicable	Not Applicable
	"Heroin"	"T40.1"	"California"	"06"	"Los Angeles County, CA"	"06037"	"2006"	"2006"	"Nov., 2006"	"2006/11"	11	Not Applicable	Not Applicable
	"Heroin"	"T40.1"	"California"	"06"	"Los Angeles County, CA"	"06037"	"2006"	"2006"	"Dec., 2006"	"2006/12"	10	Not Applicable	Not Applicable
	"Heroin"	"T40.1"	"California"	"06"	"Los Angeles County, CA"	"06037"	"2007"	"2007"	"Jan., 2007"	"2007/01"	10	Not Applicable	Not Applicable
	"Heroin"	"T40.1"	"California"	"06"	"Los Angeles County, CA"	"06037"	"2007"	"2007"	"Mar., 2007"	"2007/03"	12	Not Applicable	Not Applicable
	"Heroin"	"T40.1"	"California"	"06"	"Los Angeles County, CA"	"06037"	"2007"	"2007"	"Jun., 2007"	"2007/06"	13	Not Applicable	Not Applicable
	"Heroin"	"T40.1"	"California"	"06"	"Los Angeles County, CA"	"06037"	"2007"	"2007"	"Aug., 2007"	"2007/08"	12	Not Applicable	Not Applicable
	"Heroin"	"T40.1"	"California"	"06"	"Los Angeles County, CA"	"06037"	"2007"	"2007"	"Sep., 2007"	"2007/09"	10	Not Applicable	Not Applicable
	"Heroin"	"T40.1"	"California"	"06"	"Los Angeles County, CA"	"06037"	"2007"	"2007"	"Oct., 2007"	"2007/10"	14	Not Applicable	Not Applicable
	"Heroin"	"T40.1"	"California"	"06"	"Los Angeles County, CA"	"06037"	"2007"	"2007"	"Dec., 2007"	"2007/12"	11	Not Applicable	Not Applicable
	"Heroin"	"T40.1"	"California"	"06"	"Los Angeles County, CA"	"06037"	"2008"	"2008"	"Jan., 2008"	"2008/01"	11	Not Applicable	Not Applicable
	"Heroin"	"T40.1"	"California"	"06"	"Los Angeles County, CA"	"06037"	"2008"	"2008"	"Mar., 2008"	"2008/03"	13	Not Applicable	Not Applicable
	"Heroin"	"T40.1"	"California"	"06"	"Los Angeles County, CA"	"06037"	"2008"	"2008"	"Apr., 2008"	"2008/04"	12	Not Applicable	Not Applicable
	"Heroin"	"T40.1"	"California"	"06"	"Los Angeles County, CA"	"06037"	"2008"	"2008"	"May, 2008"	"2008/05"	14	Not Applicable	Not Applicable
	"Heroin"	"T40.1"	"California"	"06"	"Los Angeles County, CA"	"06037"	"2008"	"2008"	"Jul., 2008"	"2008/07"	10	Not Applicable	Not Applicable
	"Heroin"	"T40.1"	"California"	"06"	"Los Angeles County, CA"	"06037"	"2008"	"2008"	"Aug., 2008"	"2008/08"	14	Not Applicable	Not Applicable
	"Heroin"	"T40.1"	"California"	"06"	"Los Angeles County, CA"	"06037"	"2008"	"2008"	"Sep., 2008"	"2008/09"	10	Not Applicable	Not Applicable
	"Heroin"	"T40.1"	"California"	"06"	"Los Angeles County, CA"	"06037"	"2008"	"2008"	"Dec., 2008"	"2008/12"	11	Not Applicable	Not Applicable
	"Heroin"	"T40.1"	"California"	"06"	"Los Angeles County, CA"	"06037"	"2009"	"2009"	"Feb., 2009"	"2009/02"	12	Not Applicable	Not Applicable
	"Heroin"	"T40.1"	"California"	"06"	"Los Angeles County, CA"	"06037"	"2009"	"2009"	"Mar., 2009"	"2009/03"	11	Not Applicable	Not Applicable
	"Heroin"	"T40.1"	"California"	"06"	"Los Angeles County, CA"	"06037"	"2009"	"2009"	"Apr., 2009"	"2009/04"	11	Not Applicable	Not Applicable
	"Heroin"	"T40.1"	"California"	"06"	"Los Angeles County, CA"	"06037"	"2009"	"2009"	"May, 2009"	"2009/05"	17	Not Applicable	Not Applicable
	"Heroin"	"T40.1"	"California"	"06"	"Los Angeles County, CA"	"06037"	"2009"	"2009"	"Jun., 2009"	"2009/06"	13	Not Applicable	Not Applicable
	"Heroin"	"T40.1"	"California"	"06"	"Los Angeles County, CA"	"06037"	"2009"	"2009"	"Jul., 2009"	"2009/07"	13	Not Applicable	Not Applicable
	"Heroin"	"T40.1"	"California"	"06"	"Los Angeles County, CA"	"06037"	"2009"	"2009"	"Aug., 2009"	"2009/08"	13	Not Applicable	Not Applicable
	"Heroin"	"T40.1"	"California"	"06"	"Los Angeles County, CA"	"06037"	"2009"	"2009"	"Nov., 2009"	"2009/11"	12	Not Applicable	Not Applicable
	"Heroin"	"T40.1"	"California"	"06"	"Los Angeles County, CA"	"06037"	"2009"	"2009"	"Dec., 2009"	"2009/12"	11	Not Applicable	Not Applicable
	"Heroin"	"T40.1"	"California"	"06"	"Los Angeles County, CA"	"06037"	"2010"	"2010"	"Jan., 2010"	"2010/01"	14	Not Applicable	Not Applicable
	"Heroin"	"T40.1"	"California"	"06"	"Los Angeles County, CA"	"06037"	"2010"	"2010"	"Mar., 2010"	"2010/03"	13	Not Applicable	Not Applicable
	"Heroin"	"T40.1"	"California"	"06"	"Los Angeles County, CA"	"06037"	"2010"	"2010"	"Apr., 2010"	"2010/04"	11	Not Applicable	Not Applicable
	"Heroin"	"T40.1"	"California"	"06"	"Los Angeles County, CA"	"06037"	"2010"	"2010"	"May, 2010"	"2010/05"	10	Not Applicable	Not Applicable
	"Heroin"	"T40.1"	"California"	"06"	"Los Angeles County, CA"	"06037"	"2010"	"2010"	"Jun., 2010"	"2010/06"	11	Not Applicable	Not Applicable
	"Heroin"	"T40.1"	"California"	"06"	"Los Angeles County, CA"	"06037"	"2010"	"2010"	"Jul., 2010"	"2010/07"	15	Not Applicable	Not Applicable
	"Heroin"	"T40.1"	"California"	"06"	"Los Angeles County, CA"	"06037"	"2010"	"2010"	"Oct., 2010"	"2010/10"	11	Not Applicable	Not Applicable
	"Heroin"	"T40.1"	"California"	"06"	"Los Angeles County, CA"	"06037"	"2010"	"2010"	"Nov., 2010"	"2010/11"	13	Not Applicable	Not Applicable
	"Heroin"	"T40.1"	"California"	"06"	"Los Angeles County, CA"	"06037"	"2010"	"2010"	"Dec., 2010"	"2010/12"	14	Not Applicable	Not Applicable
	"Heroin"	"T40.1"	"California"	"06"	"Los Angeles County, CA"	"06037"	"2011"	"2011"	"Jan., 2011"	"2011/01"	11	Not Applicable	Not Applicable
	"Heroin"	"T40.1"	"California"	"06"	"Los Angeles County, CA"	"06037"	"2011"	"2011"	"Mar., 2011"	"2011/03"	12	Not Applicable	Not Applicable
	"Heroin"	"T40.1"	"California"	"06"	"Los Angeles County, CA"	"06037"	"2011"	"2011"	"Apr., 2011"	"2011/04"	16	Not Applicable	Not Applicable
	"Heroin"	"T40.1"	"California"	"06"	"Los Angeles County, CA"	"06037"	"2011"	"2011"	"May, 2011"	"2011/05"	16	Not Applicable	Not Applicable
	"Heroin"	"T40.1"	"California"	"06"	"Los Angeles County, CA"	"06037"	"2011"	"2011"	"Jun., 2011"	"2011/06"	14	Not Applicable	Not Applicable
	"Heroin"	"T40.1"	"California"	"06"	"Los Angeles County, CA"	"06037"	"2011"	"2011"	"Jul., 2011"	"2011/07"	12	Not Applicable	Not Applicable
	"Heroin"	"T40.1"	"California"	"06"	"Los Angeles County, CA"	"06037"	"2011"	"2011"	"Aug., 2011"	"2011/08"	12	Not Applicable	Not Applicable
	"Heroin"	"T40.1"	"California"	"06"	"Los Angeles County, CA"	"06037"	"2011"	"2011"	"Oct., 2011"	"2011/10"	11	Not Applicable	Not Applicable
	"Heroin"	"T40.1"	"California"	"06"	"Los Angeles County, CA"	"06037"	"2011"	"2011"	"Dec., 2011"	"2011/12"	15	Not Applicable	Not Applicable
	"Heroin"	"T40.1"	"California"	"06"	"Los Angeles County, CA"	"06037"	"2012"	"2012"	"Mar., 2012"	"2012/03"	10	Not Applicable	Not Applicable
	"Heroin"	"T40.1"	"California"	"06"	"Los Angeles County, CA"	"06037"	"2012"	"2012"	"Apr., 2012"	"2012/04"	13	Not Applicable	Not Applicable
	"Heroin"	"T40.1"	"California"	"06"	"Los Angeles County, CA"	"06037"	"2012"	"2012"	"Aug., 2012"	"2012/08"	11	Not Applicable	Not Applicable
	"Heroin"	"T40.1"	"California"	"06"	"Los Angeles County, CA"	"06037"	"2012"	"2012"	"Sep., 2012"	"2012/09"	11	Not Applicable	Not Applicable
	"Heroin"	"T40.1"	"California"	"06"	"Los Angeles County, CA"	"06037"	"2012"	"2012"	"Dec., 2012"	"2012/12"	10	Not Applicable	Not Applicable
	"Heroin"	"T40.1"	"California"	"06"	"Los Angeles County, CA"	"06037"	"2013"	"2013"	"Jan., 2013"	"2013/01"	11	Not Applicable	Not Applicable
	"Heroin"	"T40.1"	"California"	"06"	"Los Angeles County, CA"	"06037"	"2013"	"2013"	"Feb., 2013"	"2013/02"	15	Not Applicable	Not Applicable
	"Heroin"	"T40.1"	"California"	"06"	"Los Angeles County, CA"	"06037"	"2013"	"2013"	"Mar., 2013"	"2013/03"	10	Not Applicable	Not Applicable
