"Notes"	"Multiple Cause of death"	"Multiple Cause of death Code"	"State"	"State Code"	"County"	"County Code"	"Year"	"Year Code"	"Month"	"Month Code"	Deaths	Population	Crude Rate
	"Other opioids"	"T40.2"	"Nevada"	"32"	"Clark County, NV"	"32003"	"2002"	"2002"	"Dec., 2002"	"2002/12"	11	Not Applicable	Not Applicable
	"Other opioids"	"T40.2"	"Nevada"	"32"	"Clark County, NV"	"32003"	"2003"	"2003"	"Mar., 2003"	"2003/03"	12	Not Applicable	Not Applicable
	"Other opioids"	"T40.2"	"Nevada"	"32"	"Clark County, NV"	"32003"	"2003"	"2003"	"Apr., 2003"	"2003/04"	10	Not Applicable	Not Applicable
	"Other opioids"	"T40.2"	"Nevada"	"32"	"Clark County, NV"	"32003"	"2005"	"2005"	"Jan., 2005"	"2005/01"	12	Not Applicable	Not Applicable
	"Other opioids"	"T40.2"	"Nevada"	"32"	"Clark County, NV"	"32003"	"2005"	"2005"	"Mar., 2005"	"2005/03"	10	Not Applicable	Not Applicable
	"Other opioids"	"T40.2"	"Nevada"	"32"	"Clark County, NV"	"32003"	"2005"	"2005"	"Jul., 2005"	"2005/07"	12	Not Applicable	Not Applicable
	"Other opioids"	"T40.2"	"Nevada"	"32"	"Clark County, NV"	"32003"	"2005"	"2005"	"Oct., 2005"	"2005/10"	15	Not Applicable	Not Applicable
	"Other opioids"	"T40.2"	"Nevada"	"32"	"Clark County, NV"	"32003"	"2005"	"2005"	"Nov., 2005"	"2005/11"	15	Not Applicable	Not Applicable
	"Other opioids"	"T40.2"	"Nevada"	"32"	"Clark County, NV"	"32003"	"2006"	"2006"	"Feb., 2006"	"2006/02"	13	Not Applicable	Not Applicable
	"Other opioids"	"T40.2"	"Nevada"	"32"	"Clark County, NV"	"32003"	"2006"	"2006"	"Mar., 2006"	"2006/03"	11	Not Applicable	Not Applicable
	"Other opioids"	"T40.2"	"Nevada"	"32"	"Clark County, NV"	"32003"	"2006"	"2006"	"Apr., 2006"	"2006/04"	15	Not Applicable	Not Applicable
	"Other opioids"	"T40.2"	"Nevada"	"32"	"Clark County, NV"	"32003"	"2006"	"2006"	"May, 2006"	"2006/05"	12	Not Applicable	Not Applicable
	"Other opioids"	"T40.2"	"Nevada"	"32"	"Clark County, NV"	"32003"	"2006"	"2006"	"Jun., 2006"	"2006/06"	12	Not Applicable	Not Applicable
	"Other opioids"	"T40.2"	"Nevada"	"32"	"Clark County, NV"	"32003"	"2006"	"2006"	"Aug., 2006"	"2006/08"	15	Not Applicable	Not Applicable
	"Other opioids"	"T40.2"	"Nevada"	"32"	"Clark County, NV"	"32003"	"2006"	"2006"	"Oct., 2006"	"2006/10"	11	Not Applicable	Not Applicable
	"Other opioids"	"T40.2"	"Nevada"	"32"	"Clark County, NV"	"32003"	"2006"	"2006"	"Nov., 2006"	"2006/11"	10	Not Applicable	Not Applicable
	"Other opioids"	"T40.2"	"Nevada"	"32"	"Clark County, NV"	"32003"	"2007"	"2007"	"Jan., 2007"	"2007/01"	12	Not Applicable	Not Applicable
	"Other opioids"	"T40.2"	"Nevada"	"32"	"Clark County, NV"	"32003"	"2007"	"2007"	"Feb., 2007"	"2007/02"	10	Not Applicable	Not Applicable
	"Other opioids"	"T40.2"	"Nevada"	"32"	"Clark County, NV"	"32003"	"2007"	"2007"	"Mar., 2007"	"2007/03"	11	Not Applicable	Not Applicable
	"Other opioids"	"T40.2"	"Nevada"	"32"	"Clark County, NV"	"32003"	"2007"	"2007"	"May, 2007"	"2007/05"	18	Not Applicable	Not Applicable
	"Other opioids"	"T40.2"	"Nevada"	"32"	"Clark County, NV"	"32003"	"2007"	"2007"	"Jun., 2007"	"2007/06"	11	Not Applicable	Not Applicable
	"Other opioids"	"T40.2"	"Nevada"	"32"	"Clark County, NV"	"32003"	"2007"	"2007"	"Jul., 2007"	"2007/07"	13	Not Applicable	Not Applicable
	"Other opioids"	"T40.2"	"Nevada"	"32"	"Clark County, NV"	"32003"	"2007"	"2007"	"Aug., 2007"	"2007/08"	12	Not Applicable	Not Applicable
	"Other opioids"	"T40.2"	"Nevada"	"32"	"Clark County, NV"	"32003"	"2007"	"2007"	"Sep., 2007"	"2007/09"	22	Not Applicable	Not Applicable
	"Other opioids"	"T40.2"	"Nevada"	"32"	"Clark County, NV"	"32003"	"2007"	"2007"	"Oct., 2007"	"2007/10"	14	Not Applicable	Not Applicable
	"Other opioids"	"T40.2"	"Nevada"	"32"	"Clark County, NV"	"32003"	"2007"	"2007"	"Dec., 2007"	"2007/12"	10	Not Applicable	Not Applicable
	"Other opioids"	"T40.2"	"Nevada"	"32"	"Clark County, NV"	"32003"	"2008"	"2008"	"Jan., 2008"	"2008/01"	17	Not Applicable	Not Applicable
	"Other opioids"	"T40.2"	"Nevada"	"32"	"Clark County, NV"	"32003"	"2008"	"2008"	"Feb., 2008"	"2008/02"	12	Not Applicable	Not Applicable
	"Other opioids"	"T40.2"	"Nevada"	"32"	"Clark County, NV"	"32003"	"2008"	"2008"	"Jun., 2008"	"2008/06"	12	Not Applicable	Not Applicable
	"Other opioids"	"T40.2"	"Nevada"	"32"	"Clark County, NV"	"32003"	"2008"	"2008"	"Jul., 2008"	"2008/07"	17	Not Applicable	Not Applicable
	"Other opioids"	"T40.2"	"Nevada"	"32"	"Clark County, NV"	"32003"	"2008"	"2008"	"Aug., 2008"	"2008/08"	16	Not Applicable	Not Applicable
	"Other opioids"	"T40.2"	"Nevada"	"32"	"Clark County, NV"	"32003"	"2008"	"2008"	"Oct., 2008"	"2008/10"	17	Not Applicable	Not Applicable
	"Other opioids"	"T40.2"	"Nevada"	"32"	"Clark County, NV"	"32003"	"2008"	"2008"	"Nov., 2008"	"2008/11"	13	Not Applicable	Not Applicable
	"Other opioids"	"T40.2"	"Nevada"	"32"	"Clark County, NV"	"32003"	"2008"	"2008"	"Dec., 2008"	"2008/12"	19	Not Applicable	Not Applicable
	"Other opioids"	"T40.2"	"Nevada"	"32"	"Clark County, NV"	"32003"	"2009"	"2009"	"Jan., 2009"	"2009/01"	14	Not Applicable	Not Applicable
	"Other opioids"	"T40.2"	"Nevada"	"32"	"Clark County, NV"	"32003"	"2009"	"2009"	"Feb., 2009"	"2009/02"	22	Not Applicable	Not Applicable
	"Other opioids"	"T40.2"	"Nevada"	"32"	"Clark County, NV"	"32003"	"2009"	"2009"	"Mar., 2009"	"2009/03"	13	Not Applicable	Not Applicable
	"Other opioids"	"T40.2"	"Nevada"	"32"	"Clark County, NV"	"32003"	"2009"	"2009"	"Apr., 2009"	"2009/04"	18	Not Applicable	Not Applicable
	"Other opioids"	"T40.2"	"Nevada"	"32"	"Clark County, NV"	"32003"	"2009"	"2009"	"May, 2009"	"2009/05"	19	Not Applicable	Not Applicable
	"Other opioids"	"T40.2"	"Nevada"	"32"	"Clark County, NV"	"32003"	"2009"	"2009"	"Jun., 2009"	"2009/06"	10	Not Applicable	Not Applicable
	"Other opioids"	"T40.2"	"Nevada"	"32"	"Clark County, NV"	"32003"	"2009"	"2009"	"Jul., 2009"	"2009/07"	16	Not Applicable	Not Applicable
	"Other opioids"	"T40.2"	"Nevada"	"32"	"Clark County, NV"	"32003"	"2009"	"2009"	"Aug., 2009"	"2009/08"	16	Not Applicable	Not Applicable
	"Other opioids"	"T40.2"	"Nevada"	"32"	"Clark County, NV"	"32003"	"2009"	"2009"	"Sep., 2009"	"2009/09"	25	Not Applicable	Not Applicable
	"Other opioids"	"T40.2"	"Nevada"	"32"	"Clark County, NV"	"32003"	"2009"	"2009"	"Oct., 2009"	"2009/10"	19	Not Applicable	Not Applicable
	"Other opioids"	"T40.2"	"Nevada"	"32"	"Clark County, NV"	"32003"	"2009"	"2009"	"Nov., 2009"	"2009/11"	17	Not Applicable	Not Applicable
	"Other opioids"	"T40.2"	"Nevada"	"32"	"Clark County, NV"	"32003"	"2009"	"2009"	"Dec., 2009"	"2009/12"	17	Not Applicable	Not Applicable
	"Other opioids"	"T40.2"	"Nevada"	"32"	"Clark County, NV"	"32003"	"2010"	"2010"	"Jan., 2010"	"2010/01"	13	Not Applicable	Not Applicable
	"Other opioids"	"T40.2"	"Nevada"	"32"	"Clark County, NV"	"32003"	"2010"	"2010"	"Feb., 2010"	"2010/02"	22	Not Applicable	Not Applicable
	"Other opioids"	"T40.2"	"Nevada"	"32"	"Clark County, NV"	"32003"	"2010"	"2010"	"Mar., 2010"	"2010/03"	19	Not Applicable	Not Applicable
	"Other opioids"	"T40.2"	"Nevada"	"32"	"Clark County, NV"	"32003"	"2010"	"2010"	"Apr., 2010"	"2010/04"	22	Not Applicable	Not Applicable
	"Other opioids"	"T40.2"	"Nevada"	"32"	"Clark County, NV"	"32003"	"2010"	"2010"	"May, 2010"	"2010/05"	18	Not Applicable	Not Applicable
	"Other opioids"	"T40.2"	"Nevada"	"32"	"Clark County, NV"	"32003"	"2010"	"2010"	"Jun., 2010"	"2010/06"	18	Not Applicable	Not Applicable
	"Other opioids"	"T40.2"	"Nevada"	"32"	"Clark County, NV"	"32003"	"2010"	"2010"	"Jul., 2010"	"2010/07"	15	Not Applicable	Not Applicable
	"Other opioids"	"T40.2"	"Nevada"	"32"	"Clark County, NV"	"32003"	"2010"	"2010"	"Aug., 2010"	"2010/08"	14	Not Applicable	Not Applicable
	"Other opioids"	"T40.2"	"Nevada"	"32"	"Clark County, NV"	"32003"	"2010"	"2010"	"Sep., 2010"	"2010/09"	24	Not Applicable	Not Applicable
	"Other opioids"	"T40.2"	"Nevada"	"32"	"Clark County, NV"	"32003"	"2010"	"2010"	"Oct., 2010"	"2010/10"	14	Not Applicable	Not Applicable
	"Other opioids"	"T40.2"	"Nevada"	"32"	"Clark County, NV"	"32003"	"2010"	"2010"	"Nov., 2010"	"2010/11"	18	Not Applicable	Not Applicable
	"Other opioids"	"T40.2"	"Nevada"	"32"	"Clark County, NV"	"32003"	"2010"	"2010"	"Dec., 2010"	"2010/12"	13	Not Applicable	Not Applicable
	"Other opioids"	"T40.2"	"Nevada"	"32"	"Clark County, NV"	"32003"	"2011"	"2011"	"Jan., 2011"	"2011/01"	23	Not Applicable	Not Applicable
	"Other opioids"	"T40.2"	"Nevada"	"32"	"Clark County, NV"	"32003"	"2011"	"2011"	"Feb., 2011"	"2011/02"	16	Not Applicable	Not Applicable
	"Other opioids"	"T40.2"	"Nevada"	"32"	"Clark County, NV"	"32003"	"2011"	"2011"	"Mar., 2011"	"2011/03"	15	Not Applicable	Not Applicable
	"Other opioids"	"T40.2"	"Nevada"	"32"	"Clark County, NV"	"32003"	"2011"	"2011"	"Apr., 2011"	"2011/04"	27	Not Applicable	Not Applicable
	"Other opioids"	"T40.2"	"Nevada"	"32"	"Clark County, NV"	"32003"	"2011"	"2011"	"May, 2011"	"2011/05"	29	Not Applicable	Not Applicable
	"Other opioids"	"T40.2"	"Nevada"	"32"	"Clark County, NV"	"32003"	"2011"	"2011"	"Jun., 2011"	"2011/06"	17	Not Applicable	Not Applicable
	"Other opioids"	"T40.2"	"Nevada"	"32"	"Clark County, NV"	"32003"	"2011"	"2011"	"Jul., 2011"	"2011/07"	24	Not Applicable	Not Applicable
	"Other opioids"	"T40.2"	"Nevada"	"32"	"Clark County, NV"	"32003"	"2011"	"2011"	"Sep., 2011"	"2011/09"	17	Not Applicable	Not Applicable
	"Other opioids"	"T40.2"	"Nevada"	"32"	"Clark County, NV"	"32003"	"2011"	"2011"	"Oct., 2011"	"2011/10"	10	Not Applicable	Not Applicable
	"Other opioids"	"T40.2"	"Nevada"	"32"	"Clark County, NV"	"32003"	"2011"	"2011"	"Nov., 2011"	"2011/11"	18	Not Applicable	Not Applicable
	"Other opioids"	"T40.2"	"Nevada"	"32"	"Clark County, NV"	"32003"	"2011"	"2011"	"Dec., 2011"	"2011/12"	17	Not Applicable	Not Applicable
	"Other opioids"	"T40.2"	"Nevada"	"32"	"Clark County, NV"	"32003"	"2012"	"2012"	"Jan., 2012"	"2012/01"	14	Not Applicable	Not Applicable
