"Notes"	"Multiple Cause of death"	"Multiple Cause of death Code"	"State"	"State Code"	"County"	"County Code"	"Year"	"Year Code"	"Month"	"Month Code"	Deaths	Population	Crude Rate
	"Heroin"	"T40.1"	"Michigan"	"26"	"Macomb County, MI"	"26099"	"2014"	"2014"	"Jan., 2014"	"2014/01"	11	Not Applicable	Not Applicable
	"Heroin"	"T40.1"	"Michigan"	"26"	"Macomb County, MI"	"26099"	"2014"	"2014"	"Mar., 2014"	"2014/03"	11	Not Applicable	Not Applicable
	"Heroin"	"T40.1"	"Michigan"	"26"	"Macomb County, MI"	"26099"	"2014"	"2014"	"Apr., 2014"	"2014/04"	13	Not Applicable	Not Applicable
	"Heroin"	"T40.1"	"Michigan"	"26"	"Macomb County, MI"	"26099"	"2014"	"2014"	"Sep., 2014"	"2014/09"	15	Not Applicable	Not Applicable
	"Heroin"	"T40.1"	"Michigan"	"26"	"Macomb County, MI"	"26099"	"2014"	"2014"	"Oct., 2014"	"2014/10"	11	Not Applicable	Not Applicable
	"Heroin"	"T40.1"	"Michigan"	"26"	"Macomb County, MI"	"26099"	"2014"	"2014"	"Nov., 2014"	"2014/11"	13	Not Applicable	Not Applicable
	"Heroin"	"T40.1"	"Michigan"	"26"	"Macomb County, MI"	"26099"	"2015"	"2015"	"Jan., 2015"	"2015/01"	11	Not Applicable	Not Applicable
	"Heroin"	"T40.1"	"Michigan"	"26"	"Macomb County, MI"	"26099"	"2015"	"2015"	"Feb., 2015"	"2015/02"	17	Not Applicable	Not Applicable
	"Heroin"	"T40.1"	"Michigan"	"26"	"Macomb County, MI"	"26099"	"2015"	"2015"	"Apr., 2015"	"2015/04"	11	Not Applicable	Not Applicable
	"Heroin"	"T40.1"	"Michigan"	"26"	"Macomb County, MI"	"26099"	"2015"	"2015"	"Aug., 2015"	"2015/08"	10	Not Applicable	Not Applicable
	"Heroin"	"T40.1"	"Michigan"	"26"	"Macomb County, MI"	"26099"	"2015"	"2015"	"Oct., 2015"	"2015/10"	10	Not Applicable	Not Applicable
	"Heroin"	"T40.1"	"Michigan"	"26"	"Macomb County, MI"	"26099"	"2016"	"2016"	"Mar., 2016"	"2016/03"	12	Not Applicable	Not Applicable
	"Heroin"	"T40.1"	"Michigan"	"26"	"Macomb County, MI"	"26099"	"2016"	"2016"	"Apr., 2016"	"2016/04"	10	Not Applicable	Not Applicable
	"Heroin"	"T40.1"	"Michigan"	"26"	"Macomb County, MI"	"26099"	"2016"	"2016"	"Jul., 2016"	"2016/07"	18	Not Applicable	Not Applicable
	"Heroin"	"T40.1"	"Michigan"	"26"	"Macomb County, MI"	"26099"	"2016"	"2016"	"Aug., 2016"	"2016/08"	11	Not Applicable	Not Applicable
	"Heroin"	"T40.1"	"Michigan"	"26"	"Macomb County, MI"	"26099"	"2016"	"2016"	"Sep., 2016"	"2016/09"	13	Not Applicable	Not Applicable
	"Heroin"	"T40.1"	"Michigan"	"26"	"Macomb County, MI"	"26099"	"2016"	"2016"	"Oct., 2016"	"2016/10"	18	Not Applicable	Not Applicable
	"Heroin"	"T40.1"	"Michigan"	"26"	"Macomb County, MI"	"26099"	"2016"	"2016"	"Dec., 2016"	"2016/12"	16	Not Applicable	Not Applicable
	"Heroin"	"T40.1"	"Michigan"	"26"	"Wayne County, MI"	"26163"	"2000"	"2000"	"Apr., 2000"	"2000/04"	10	Not Applicable	Not Applicable
	"Heroin"	"T40.1"	"Michigan"	"26"	"Wayne County, MI"	"26163"	"2003"	"2003"	"Jul., 2003"	"2003/07"	17	Not Applicable	Not Applicable
	"Heroin"	"T40.1"	"Michigan"	"26"	"Wayne County, MI"	"26163"	"2005"	"2005"	"Nov., 2005"	"2005/11"	12	Not Applicable	Not Applicable
	"Heroin"	"T40.1"	"Michigan"	"26"	"Wayne County, MI"	"26163"	"2006"	"2006"	"Feb., 2006"	"2006/02"	12	Not Applicable	Not Applicable
	"Heroin"	"T40.1"	"Michigan"	"26"	"Wayne County, MI"	"26163"	"2006"	"2006"	"May, 2006"	"2006/05"	13	Not Applicable	Not Applicable
	"Heroin"	"T40.1"	"Michigan"	"26"	"Wayne County, MI"	"26163"	"2007"	"2007"	"Jun., 2007"	"2007/06"	10	Not Applicable	Not Applicable
	"Heroin"	"T40.1"	"Michigan"	"26"	"Wayne County, MI"	"26163"	"2009"	"2009"	"Feb., 2009"	"2009/02"	11	Not Applicable	Not Applicable
	"Heroin"	"T40.1"	"Michigan"	"26"	"Wayne County, MI"	"26163"	"2009"	"2009"	"Mar., 2009"	"2009/03"	15	Not Applicable	Not Applicable
	"Heroin"	"T40.1"	"Michigan"	"26"	"Wayne County, MI"	"26163"	"2009"	"2009"	"Apr., 2009"	"2009/04"	11	Not Applicable	Not Applicable
	"Heroin"	"T40.1"	"Michigan"	"26"	"Wayne County, MI"	"26163"	"2009"	"2009"	"Jul., 2009"	"2009/07"	12	Not Applicable	Not Applicable
	"Heroin"	"T40.1"	"Michigan"	"26"	"Wayne County, MI"	"26163"	"2011"	"2011"	"Aug., 2011"	"2011/08"	10	Not Applicable	Not Applicable
	"Heroin"	"T40.1"	"Michigan"	"26"	"Wayne County, MI"	"26163"	"2012"	"2012"	"Aug., 2012"	"2012/08"	12	Not Applicable	Not Applicable
	"Heroin"	"T40.1"	"Michigan"	"26"	"Wayne County, MI"	"26163"	"2012"	"2012"	"Oct., 2012"	"2012/10"	10	Not Applicable	Not Applicable
	"Heroin"	"T40.1"	"Michigan"	"26"	"Wayne County, MI"	"26163"	"2013"	"2013"	"Jan., 2013"	"2013/01"	14	Not Applicable	Not Applicable
	"Heroin"	"T40.1"	"Michigan"	"26"	"Wayne County, MI"	"26163"	"2013"	"2013"	"Feb., 2013"	"2013/02"	15	Not Applicable	Not Applicable
	"Heroin"	"T40.1"	"Michigan"	"26"	"Wayne County, MI"	"26163"	"2013"	"2013"	"Apr., 2013"	"2013/04"	12	Not Applicable	Not Applicable
	"Heroin"	"T40.1"	"Michigan"	"26"	"Wayne County, MI"	"26163"	"2013"	"2013"	"May, 2013"	"2013/05"	11	Not Applicable	Not Applicable
	"Heroin"	"T40.1"	"Michigan"	"26"	"Wayne County, MI"	"26163"	"2013"	"2013"	"Jun., 2013"	"2013/06"	16	Not Applicable	Not Applicable
	"Heroin"	"T40.1"	"Michigan"	"26"	"Wayne County, MI"	"26163"	"2013"	"2013"	"Jul., 2013"	"2013/07"	15	Not Applicable	Not Applicable
	"Heroin"	"T40.1"	"Michigan"	"26"	"Wayne County, MI"	"26163"	"2013"	"2013"	"Aug., 2013"	"2013/08"	17	Not Applicable	Not Applicable
	"Heroin"	"T40.1"	"Michigan"	"26"	"Wayne County, MI"	"26163"	"2013"	"2013"	"Oct., 2013"	"2013/10"	15	Not Applicable	Not Applicable
	"Heroin"	"T40.1"	"Michigan"	"26"	"Wayne County, MI"	"26163"	"2014"	"2014"	"Jan., 2014"	"2014/01"	13	Not Applicable	Not Applicable
	"Heroin"	"T40.1"	"Michigan"	"26"	"Wayne County, MI"	"26163"	"2014"	"2014"	"Mar., 2014"	"2014/03"	12	Not Applicable	Not Applicable
	"Heroin"	"T40.1"	"Michigan"	"26"	"Wayne County, MI"	"26163"	"2014"	"2014"	"Apr., 2014"	"2014/04"	10	Not Applicable	Not Applicable
	"Heroin"	"T40.1"	"Michigan"	"26"	"Wayne County, MI"	"26163"	"2014"	"2014"	"May, 2014"	"2014/05"	12	Not Applicable	Not Applicable
	"Heroin"	"T40.1"	"Michigan"	"26"	"Wayne County, MI"	"26163"	"2014"	"2014"	"Jul., 2014"	"2014/07"	15	Not Applicable	Not Applicable
	"Heroin"	"T40.1"	"Michigan"	"26"	"Wayne County, MI"	"26163"	"2014"	"2014"	"Aug., 2014"	"2014/08"	16	Not Applicable	Not Applicable
	"Heroin"	"T40.1"	"Michigan"	"26"	"Wayne County, MI"	"26163"	"2014"	"2014"	"Sep., 2014"	"2014/09"	16	Not Applicable	Not Applicable
	"Heroin"	"T40.1"	"Michigan"	"26"	"Wayne County, MI"	"26163"	"2014"	"2014"	"Oct., 2014"	"2014/10"	22	Not Applicable	Not Applicable
	"Heroin"	"T40.1"	"Michigan"	"26"	"Wayne County, MI"	"26163"	"2014"	"2014"	"Nov., 2014"	"2014/11"	14	Not Applicable	Not Applicable
	"Heroin"	"T40.1"	"Michigan"	"26"	"Wayne County, MI"	"26163"	"2014"	"2014"	"Dec., 2014"	"2014/12"	18	Not Applicable	Not Applicable
	"Heroin"	"T40.1"	"Michigan"	"26"	"Wayne County, MI"	"26163"	"2015"	"2015"	"Jan., 2015"	"2015/01"	27	Not Applicable	Not Applicable
	"Heroin"	"T40.1"	"Michigan"	"26"	"Wayne County, MI"	"26163"	"2015"	"2015"	"Feb., 2015"	"2015/02"	19	Not Applicable	Not Applicable
	"Heroin"	"T40.1"	"Michigan"	"26"	"Wayne County, MI"	"26163"	"2015"	"2015"	"Mar., 2015"	"2015/03"	22	Not Applicable	Not Applicable
	"Heroin"	"T40.1"	"Michigan"	"26"	"Wayne County, MI"	"26163"	"2015"	"2015"	"Apr., 2015"	"2015/04"	19	Not Applicable	Not Applicable
	"Heroin"	"T40.1"	"Michigan"	"26"	"Wayne County, MI"	"26163"	"2015"	"2015"	"May, 2015"	"2015/05"	22	Not Applicable	Not Applicable
	"Heroin"	"T40.1"	"Michigan"	"26"	"Wayne County, MI"	"26163"	"2015"	"2015"	"Jun., 2015"	"2015/06"	16	Not Applicable	Not Applicable
	"Heroin"	"T40.1"	"Michigan"	"26"	"Wayne County, MI"	"26163"	"2015"	"2015"	"Jul., 2015"	"2015/07"	16	Not Applicable	Not Applicable
	"Heroin"	"T40.1"	"Michigan"	"26"	"Wayne County, MI"	"26163"	"2015"	"2015"	"Aug., 2015"	"2015/08"	20	Not Applicable	Not Applicable
	"Heroin"	"T40.1"	"Michigan"	"26"	"Wayne County, MI"	"26163"	"2015"	"2015"	"Sep., 2015"	"2015/09"	16	Not Applicable	Not Applicable
	"Heroin"	"T40.1"	"Michigan"	"26"	"Wayne County, MI"	"26163"	"2015"	"2015"	"Oct., 2015"	"2015/10"	17	Not Applicable	Not Applicable
	"Heroin"	"T40.1"	"Michigan"	"26"	"Wayne County, MI"	"26163"	"2015"	"2015"	"Nov., 2015"	"2015/11"	26	Not Applicable	Not Applicable
	"Heroin"	"T40.1"	"Michigan"	"26"	"Wayne County, MI"	"26163"	"2015"	"2015"	"Dec., 2015"	"2015/12"	14	Not Applicable	Not Applicable
	"Heroin"	"T40.1"	"Michigan"	"26"	"Wayne County, MI"	"26163"	"2016"	"2016"	"Jan., 2016"	"2016/01"	18	Not Applicable	Not Applicable
	"Heroin"	"T40.1"	"Michigan"	"26"	"Wayne County, MI"	"26163"	"2016"	"2016"	"Feb., 2016"	"2016/02"	14	Not Applicable	Not Applicable
	"Heroin"	"T40.1"	"Michigan"	"26"	"Wayne County, MI"	"26163"	"2016"	"2016"	"Mar., 2016"	"2016/03"	18	Not Applicable	Not Applicable
	"Heroin"	"T40.1"	"Michigan"	"26"	"Wayne County, MI"	"26163"	"2016"	"2016"	"Apr., 2016"	"2016/04"	16	Not Applicable	Not Applicable
	"Heroin"	"T40.1"	"Michigan"	"26"	"Wayne County, MI"	"26163"	"2016"	"2016"	"May, 2016"	"2016/05"	19	Not Applicable	Not Applicable
	"Heroin"	"T40.1"	"Michigan"	"26"	"Wayne County, MI"	"26163"	"2016"	"2016"	"Jun., 2016"	"2016/06"	13	Not Applicable	Not Applicable
	"Heroin"	"T40.1"	"Michigan"	"26"	"Wayne County, MI"	"26163"	"2016"	"2016"	"Jul., 2016"	"2016/07"	21	Not Applicable	Not Applicable
	"Heroin"	"T40.1"	"Michigan"	"26"	"Wayne County, MI"	"26163"	"2016"	"2016"	"Aug., 2016"	"2016/08"	20	Not Applicable	Not Applicable
	"Heroin"	"T40.1"	"Michigan"	"26"	"Wayne County, MI"	"26163"	"2016"	"2016"	"Sep., 2016"	"2016/09"	19	Not Applicable	Not Applicable
	"Heroin"	"T40.1"	"Michigan"	"26"	"Wayne County, MI"	"26163"	"2016"	"2016"	"Oct., 2016"	"2016/10"	23	Not Applicable	Not Applicable
	"Heroin"	"T40.1"	"Michigan"	"26"	"Wayne County, MI"	"26163"	"2016"	"2016"	"Nov., 2016"	"2016/11"	23	Not Applicable	Not Applicable
	"Heroin"	"T40.1"	"Michigan"	"26"	"Wayne County, MI"	"26163"	"2016"	"2016"	"Dec., 2016"	"2016/12"	35	Not Applicable	Not Applicable
	"Heroin"	"T40.1"	"Minnesota"	"27"	"Hennepin County, MN"	"27053"	"2013"	"2013"	"May, 2013"	"2013/05"	10	Not Applicable	Not Applicable
	"Heroin"	"T40.1"	"Minnesota"	"27"	"Hennepin County, MN"	"27053"	"2016"	"2016"	"Jan., 2016"	"2016/01"	10	Not Applicable	Not Applicable
	"Heroin"	"T40.1"	"Minnesota"	"27"	"Hennepin County, MN"	"27053"	"2016"	"2016"	"Dec., 2016"	"2016/12"	10	Not Applicable	Not Applicable
	"Heroin"	"T40.1"	"Missouri"	"29"	"St. Louis County, MO"	"29189"	"2010"	"2010"	"Sep., 2010"	"2010/09"	11	Not Applicable	Not Applicable
	"Heroin"	"T40.1"	"Missouri"	"29"	"St. Louis County, MO"	"29189"	"2011"	"2011"	"Feb., 2011"	"2011/02"	11	Not Applicable	Not Applicable
	"Heroin"	"T40.1"	"Missouri"	"29"	"St. Louis County, MO"	"29189"	"2011"	"2011"	"Mar., 2011"	"2011/03"	10	Not Applicable	Not Applicable
	"Heroin"	"T40.1"	"Missouri"	"29"	"St. Louis County, MO"	"29189"	"2011"	"2011"	"Sep., 2011"	"2011/09"	11	Not Applicable	Not Applicable
	"Heroin"	"T40.1"	"Missouri"	"29"	"St. Louis County, MO"	"29189"	"2011"	"2011"	"Nov., 2011"	"2011/11"	14	Not Applicable	Not Applicable
	"Heroin"	"T40.1"	"Missouri"	"29"	"St. Louis County, MO"	"29189"	"2012"	"2012"	"Jun., 2012"	"2012/06"	10	Not Applicable	Not Applicable
	"Heroin"	"T40.1"	"Missouri"	"29"	"St. Louis County, MO"	"29189"	"2013"	"2013"	"May, 2013"	"2013/05"	11	Not Applicable	Not Applicable
	"Heroin"	"T40.1"	"Missouri"	"29"	"St. Louis County, MO"	"29189"	"2013"	"2013"	"Nov., 2013"	"2013/11"	12	Not Applicable	Not Applicable
	"Heroin"	"T40.1"	"Missouri"	"29"	"St. Louis County, MO"	"29189"	"2013"	"2013"	"Dec., 2013"	"2013/12"	12	Not Applicable	Not Applicable
	"Heroin"	"T40.1"	"Missouri"	"29"	"St. Louis County, MO"	"29189"	"2014"	"2014"	"Mar., 2014"	"2014/03"	10	Not Applicable	Not Applicable
	"Heroin"	"T40.1"	"Missouri"	"29"	"St. Louis County, MO"	"29189"	"2014"	"2014"	"Apr., 2014"	"2014/04"	12	Not Applicable	Not Applicable
	"Heroin"	"T40.1"	"Missouri"	"29"	"St. Louis County, MO"	"29189"	"2014"	"2014"	"May, 2014"	"2014/05"	12	Not Applicable	Not Applicable
	"Heroin"	"T40.1"	"Missouri"	"29"	"St. Louis County, MO"	"29189"	"2014"	"2014"	"Jul., 2014"	"2014/07"	14	Not Applicable	Not Applicable
	"Heroin"	"T40.1"	"Missouri"	"29"	"St. Louis County, MO"	"29189"	"2014"	"2014"	"Aug., 2014"	"2014/08"	13	Not Applicable	Not Applicable
	"Heroin"	"T40.1"	"Missouri"	"29"	"St. Louis County, MO"	"29189"	"2014"	"2014"	"Sep., 2014"	"2014/09"	10	Not Applicable	Not Applicable
	"Heroin"	"T40.1"	"Missouri"	"29"	"St. Louis County, MO"	"29189"	"2015"	"2015"	"Nov., 2015"	"2015/11"	12	Not Applicable	Not Applicable
